ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        15.421929132038521     15.00428943405105      0.41763723788967366    2.4600977981301714e-06 4.53117433948921       1.3063379554626153     4.723772508202598      1.284012638057932      0.8603472022680244     0.8488368456353886     800    2704   0.0                    0.0                    0                      4.990598662129798e-07  6.731704657722119e-07  1.2878674661449798e-06
0           0          1        8.891464761202716      8.038730103173497      0.8527321979307056     2.4600985114160234e-06 3.4283734904368277     1.4689565906372921     3.5585334777568236     1.4510018796261779     1.0389449739583265     1.0297356697080493     800    2704   7.12758094085627e-13   5.290323400950449e-16  0                      4.990598662125226e-07  6.731704657718117e-07  1.2878674661445624e-06
0           0          2        7.326876840350295      6.708457876578562      0.6184165036819773     2.4600897564397114e-06 3.0301629007289135     1.3655252911966231     3.134949318730178      1.3447590009845318     0.9480508811782954     0.9375835009145421     800    2704   1.1841986718845466e-12 1.0777972313293168e-15 0                      4.990561697383689e-07  6.731679116312175e-07  1.287864489793656e-06 
0           0          3        5.36546857697988       3.918032187692157      1.4474339291325016     2.460155222975118e-06  2.3440002079622952     1.7137113897548224     2.405778588524911      1.7009617971967137     1.2301155575788218     1.2231147730354957     800    2704   2.7043856967175586e-12 3.4805538845794107e-15 0                      4.990885085383582e-07  6.731922481017997e-07  1.2878717584687097e-06
0           0          4        2.989643492946402      1.9152106772385362     1.074430355362937      2.4603449290907797e-06 1.683010799132594      1.663468335100596      1.7010983686056158     1.6505599371192892     1.1438800015594532     1.1364936042245435     800    2704   7.715066241369665e-12  1.7219634145250176e-14 0                      4.992163269914552e-07  6.732858161368923e-07  1.2878350536765567e-06
0           0          5        2.489323558767764      1.446855466583191      1.0424656316531133     2.4605314587908695e-06 1.48225081488097       1.528869748479463      1.4845403151908467     1.513046116321957      1.100285459383623      1.0923496827838333     800    2704   9.131530739364474e-12  2.440707770293543e-14  0                      4.99363235234188e-07   6.734079294189479e-07  1.2877511381999167e-06
0           0          6        2.475769222397937      1.3653586640414364     1.1104080962337248     2.4621227762191166e-06 1.4804305369103976     1.6064193920066874     1.4884288985970253     1.5926251219908198     1.112724949894829      1.1052662760283996     800    2704   1.3030105644626495e-11 4.528195724530201e-14  0                      5.001942922179607e-07  6.740359007734629e-07  1.2878795078400914e-06
0           0          7        2.354185687156575      1.3413893339745164     1.012793890884837      2.462297222323248e-06  1.4721749240540967     1.5653199886613984     1.4801518315433464     1.5505827334760252     1.090378017082272      1.0826375810161564     800    2704   1.3688533266651556e-11 4.973073193683422e-14  0                      5.002843125704947e-07  6.741062038515874e-07  1.2878929676371674e-06
0           0          8        2.1529025301039706     1.0913877814852075     1.0615122859893533     2.4626294092979076e-06 1.3206031846773525     1.5843592486426328     1.3135117815179085     1.5701107614684278     1.1055545643318605     1.098103569331085      800    2704   1.4909820906586704e-11 5.881199033253563e-14  0                      5.004422027847741e-07  6.742340438960674e-07  1.2879381939841694e-06
0           0          9        1.9646315729628991     0.8622779469308643     1.102351162538361      2.4634936740715107e-06 1.1691947523279886     1.552753114659728      1.146572587360508      1.538135045159748      1.094523024716555      1.0871581698099941     800    2704   1.7097358575756572e-11 7.735693182137398e-14  0                      5.008102424269543e-07  6.745195460291889e-07  1.2881467108998599e-06
0           0          10       1.6975978784518073     0.8166347042124653     0.8809607095171208     2.4647222214203616e-06 1.1410380139990939     1.4621547954084408     1.1182833941073327     1.4461189637613705     1.0124116375450305     1.0042988931668508     800    2704   1.9909876483409638e-11 1.0128896598411138e-13 0                      5.013721271002573e-07  6.749576909917349e-07  1.2883723921629203e-06
0           0          11       1.522048574452554      0.6956309717420144     0.8264151353376378     2.4673729017213796e-06 1.086778347268422      1.4359015460814664     1.0617472304544355     1.4204267845526846     0.9669222957171733     0.9586756352161143     800    2704   2.441892732180024e-11  1.5174288992795175e-13 0                      5.025037902414187e-07  6.758303223906149e-07  1.2890142184191343e-06
0           0          12       1.3454812995067345     0.5279092326055514     0.8175695979926744     2.4689085086300093e-06 0.9634239188627355     1.429895750768196      0.9238727234911116     1.414901241258674      0.9601850027670507     0.9521043190576446     800    2704   2.8124138700497058e-11 1.9905502148169886e-13 0                      5.03135421243289e-07   6.763440639856254e-07  1.289400700207373e-06 
0           0          13       1.204002217049606      0.4086166139843861     0.7953831326120447     2.470453174846489e-06  0.8590736014191321     1.4061723145878866     0.8052510728651134     1.3910924540636447     0.9370064785916163     0.9288078322372        800    2704   3.215410646843908e-11  2.59183911016612e-13   0                      5.037605428569447e-07  6.768593826920208e-07  1.2898008360071439e-06
0           0          14       1.0187803489345317     0.3020625715841332     0.7167153056147433     2.471735655951328e-06  0.7624271159259934     1.3247029998883102     0.6925888113341403     1.3077782599984102     0.8959583997281976     0.8872270451531045     800    2704   3.570006612989119e-11  3.191735544439022e-13  0                      5.041986896749655e-07  6.772082561160167e-07  1.2902926909206616e-06
0           0          15       0.8630729334310427     0.2595846679166593     0.6034857922512563     2.4732631270612586e-06 0.7333227886697656     1.2189973640596725     0.6637382794821033     1.1996719235017246     0.8287044568507055     0.8192721461686361     800    2704   4.1360150409229354e-11 4.198761651901834e-13  0                      5.046743579120647e-07  6.775774865247342e-07  1.290969502597885e-06 
0           0          16       0.7769871604560992     0.1922485068609046     0.5847361799118553     2.4736833390117004e-06 0.6472388204828456     1.1897488246491612     0.5581206997993506     1.1697379376919788     0.8126362141595294     0.8030950767356307     800    2704   4.322794389238949e-11  4.561465094509677e-13  0                      5.047510609000855e-07  6.776401716425045e-07  1.2912484223787083e-06
0           0          17       0.664560856833746      0.15339954820076682    0.5111588333211587     2.4753118204649766e-06 0.6010474168467413     1.1354886844761363     0.5021616344420538     1.1142607645860594     0.7632947594076623     0.7533270897675999     800    2704   4.598072585279507e-11  5.156360834728158e-13  0                      5.051954429101506e-07  6.77999575555102e-07   1.2920703056377877e-06
